Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,create_date,version,HOST,REPLICATE,Depth
SRR8040154,AMPLICON,591,52111770,PRJNA495906,SAMN10233996,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",31068207,MATIS OHF,2016-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",sea water,sea coast,sea water,SRX4870718,Iceland,Europe,Iceland:Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Eyr21,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Eyr21,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual3,
SRR8040138,AMPLICON,594,199947960,PRJNA495906,SAMN10233979,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",138471259,MATIS OHF,2015-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",sea water,sea coast,sea water,SRX4870734,Iceland,Europe,Iceland:Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Eyr4,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Eyr4,SRP165270,2018-10-12T07:02:00Z,1,Halichondria panicea,individual1,
SRR8040147,AMPLICON,595,49129665,PRJNA495906,SAMN10234004,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",29127721,MATIS OHF,2016-06,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",sea water,sea coast,sea water,SRX4870725,Iceland,Europe,Iceland:Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Eyr29,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Eyr29,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual2,
SRR8040110,AMPLICON,598,27977294,PRJNA495906,SAMN10234043,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",19229068,MATIS OHF,2013-11,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",sea water,sea coast,sea water,SRX4870762,Iceland,Europe,Iceland:Eyarfjordur,Illumina MiSeq,65.73 N 18.10 W,Sku2,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Sku2,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual2,
SRR8040128,AMPLICON,594,20319303,PRJNA495906,SAMN10234010,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",11262865,MATIS OHF,2016-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",sea water,sea coast,sea water,SRX4870744,Iceland,Europe,Iceland:Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Eyr35,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Eyr35,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual2,
SRR8040134,AMPLICON,598,157642306,PRJNA495906,SAMN10234046,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",112007815,MATIS OHF,2013-11,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",sea water,sea coast,sea water,SRX4870738,Iceland,Europe,Iceland:Eyarfjordur,Illumina MiSeq,65.73 N 18.10 W,Sku5,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Sku5,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual5,
SRR8040152,AMPLICON,590,36626272,PRJNA495906,SAMN10234002,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",22013508,MATIS OHF,2016-05,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",sea water,sea coast,sea water,SRX4870720,Iceland,Europe,Iceland:Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Eyr27,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Eyr27,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual3,
SRR8040151,AMPLICON,593,51939857,PRJNA495906,SAMN10234001,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",31153325,MATIS OHF,2016-05,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",sea water,sea coast,sea water,SRX4870721,Iceland,Europe,Iceland:Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Eyr26,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Eyr26,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual2,
SRR8040106,AMPLICON,598,83229089,PRJNA495906,SAMN10233985,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",58316183,MATIS OHF,2015-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",sea water,sea coast,sea water,SRX4870766,Iceland,Europe,Iceland:Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Eyr10,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Eyr10,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual1,
SRR8043018,AMPLICON,593,195912398,PRJNA495906,SAMN10236532,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",138052740,MATIS OHF,2015-07,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",sea water,saline water aquarium,sea water,SRX4872809,Iceland,Europe,Iceland: Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Ex_Hp10,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,Ex_Hp10,SRP165270,2018-10-12T12:38:00Z,1,Halichondria panicea,individual 1,
SRR8043019,AMPLICON,594,181764697,PRJNA495906,SAMN10236531,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",128651105,MATIS OHF,2015-05,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",sea water,saline water aquarium,sea water,SRX4872808,Iceland,Europe,Iceland: Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Ex_Hp9,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,Ex_Hp9,SRP165270,2018-10-12T12:38:00Z,1,Halichondria panicea,individual 6,
SRR8043020,AMPLICON,595,129486960,PRJNA495906,SAMN10236528,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",92285401,MATIS OHF,2015-05,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",sea water,saline water aquarium,sea water,SRX4872807,Iceland,Europe,Iceland: Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Ex_Hp6,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,Ex_Hp6,SRP165270,2018-10-12T12:38:00Z,1,Halichondria panicea,individual 3,
SRR8043021,AMPLICON,595,97897674,PRJNA495906,SAMN10236527,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",69178174,MATIS OHF,2015-05,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",sea water,saline water aquarium,sea water,SRX4872806,Iceland,Europe,Iceland: Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Ex_Hp5,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,Ex_Hp5,SRP165270,2018-10-12T12:38:00Z,1,Halichondria panicea,individual 2,
SRR8043023,AMPLICON,597,88639236,PRJNA495906,SAMN10236529,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",63138818,MATIS OHF,2015-05,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",sea water,saline water aquarium,sea water,SRX4872804,Iceland,Europe,Iceland: Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Ex_Hp7,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,Ex_Hp7,SRP165270,2018-10-12T12:38:00Z,1,Halichondria panicea,individual 4,
SRR8043024,AMPLICON,597,49280008,PRJNA495906,SAMN10236524,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",34881767,MATIS OHF,2015-03,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",sea water,saline water aquarium,sea water,SRX4872803,Iceland,Europe,Iceland: Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Ex_Hp2,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,Ex_Hp2,SRP165270,2018-10-12T12:38:00Z,1,Halichondria panicea,individual 2,
SRR8043025,AMPLICON,596,192957183,PRJNA495906,SAMN10236523,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",136325073,MATIS OHF,2015-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",sea water,saline water aquarium,sea water,SRX4872802,Iceland,Europe,Iceland: Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Ex_Hp1,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,Ex_Hp1,SRP165270,2018-10-12T12:38:00Z,1,Halichondria panicea,individual 1,
SRR8043026,AMPLICON,595,127690292,PRJNA495906,SAMN10236526,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",90276183,MATIS OHF,2015-05,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",sea water,saline water aquarium,sea water,SRX4872801,Iceland,Europe,Iceland: Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Ex_Hp4,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,Ex_Hp4,SRP165270,2018-10-12T12:38:00Z,1,Halichondria panicea,individual 1,
SRR8043027,AMPLICON,597,113850028,PRJNA495906,SAMN10236525,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",80517085,MATIS OHF,2015-03,public,"fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",sea water,saline water aquarium,sea water,SRX4872800,Iceland,Europe,Iceland: Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Ex_Hp3,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,Ex_Hp3,SRP165270,2018-10-12T12:38:00Z,1,Halichondria panicea,individual 3,
SRR8043028,AMPLICON,600,74701327,PRJNA495906,SAMN10236542,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",54293615,MATIS OHF,2015-07,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",sea water,saline water aquarium,sea water,SRX4872799,Iceland,Europe,Iceland: Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Ex_SW2,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2018-11-09T00:00:00Z,Ex_SW2,SRP165270,2018-10-12T12:38:00Z,1,sea water,,
SRR8040107,AMPLICON,592,36516984,PRJNA495906,SAMN10234030,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",21762633,MATIS OHF,2016-06,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",sea water,sea coast,sea water,SRX4870765,Iceland,Europe,Iceland:Seltjarnarnes,Illumina MiSeq,64.15 N 22.00 W,Gr16,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Gr16,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual1,
SRR8040112,AMPLICON,597,19984052,PRJNA495906,SAMN10234042,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",13806541,MATIS OHF,2013-11,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",sea water,sea coast,sea water,SRX4870760,Iceland,Europe,Iceland:Eyarfjordur,Illumina MiSeq,65.73 N 18.10 W,Sku1,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Sku1,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual1,
SRR8040113,AMPLICON,599,147664783,PRJNA495906,SAMN10233987,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",104618293,MATIS OHF,2015-12,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",sea water,sea coast,sea water,SRX4870759,Iceland,Europe,Iceland:Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Eyr12,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Eyr12,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual3,
SRR8040121,AMPLICON,600,17540046,PRJNA495906,SAMN10234009,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",9684872,MATIS OHF,2016-08,public,"sra,run.zq,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",sea water,sea coast,sea water,SRX4870751,Iceland,Europe,Iceland:Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Eyr34,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Eyr34,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual1,
SRR8040124,AMPLICON,598,19780592,PRJNA495906,SAMN10234006,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",10784435,MATIS OHF,2016-07,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",sea water,sea coast,sea water,SRX4870748,Iceland,Europe,Iceland:Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Eyr31,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Eyr31,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual1,
SRR8040125,AMPLICON,599,28815179,PRJNA495906,SAMN10234013,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",15836954,MATIS OHF,2016-09,public,"sra,run.zq,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",sea water,sea coast,sea water,SRX4870747,Iceland,Europe,Iceland:Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Eyr38,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Eyr38,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual2,
SRR8040130,AMPLICON,598,28291827,PRJNA495906,SAMN10234014,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",15894801,MATIS OHF,2016-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",sea water,sea coast,sea water,SRX4870742,Iceland,Europe,Iceland:Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Eyr39,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Eyr39,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual3,
SRR8040136,AMPLICON,596,110414973,PRJNA495906,SAMN10233984,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",76538869,MATIS OHF,2015-11,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",sea water,sea coast,sea water,SRX4870736,Iceland,Europe,Iceland:Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Eyr9,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Eyr9,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual3,
SRR8040155,AMPLICON,596,47297340,PRJNA495906,SAMN10233997,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",28150578,MATIS OHF,2016-04,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",sea water,sea coast,sea water,SRX4870717,Iceland,Europe,Iceland:Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Eyr22,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Eyr22,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual1,
SRR8040159,AMPLICON,599,84924626,PRJNA495906,SAMN10234023,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",61151001,MATIS OHF,2015-09,public,"sra,fastq,run.zq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",sea water,sea coast,sea water,SRX4870713,Iceland,Europe,Iceland:Seltjarnarnes,Illumina MiSeq,64.15 N 22.00 W,Gr9,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Gr9,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual3,
SRR8040367,AMPLICON,600,56311827,PRJNA495906,SAMN10234784,"MIMS.me,MIGS/MIMS/MIMARKS.water",40814972,MATIS OHF,2015-10,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",sea water,sea coast,sea water,SRX4870903,Iceland,Europe,Iceland: Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,EyrSW2,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2018-11-09T00:00:00Z,EyrSW2,SRP165270,2018-10-12T07:44:00Z,1,,,0
SRR8040369,AMPLICON,598,20252481,PRJNA495906,SAMN10234788,"MIMS.me,MIGS/MIMS/MIMARKS.water",10950531,MATIS OHF,2016-02,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",sea water,sea coast,sea water,SRX4870901,Iceland,Europe,Iceland: Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,EyrSW6,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2018-11-09T00:00:00Z,EyrSW6,SRP165270,2018-10-12T07:44:00Z,1,,,0
SRR8040379,AMPLICON,600,24567935,PRJNA495906,SAMN10234794,"MIMS.me,MIGS/MIMS/MIMARKS.water",13356225,MATIS OHF,2016-08,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",sea water,sea coast,sea water,SRX4870891,Iceland,Europe,Iceland: Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,EyrSW12,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2018-11-09T00:00:00Z,EyrSW12,SRP165270,2018-10-12T07:44:00Z,1,,,0
SRR8040380,AMPLICON,599,31812381,PRJNA495906,SAMN10234793,"MIMS.me,MIGS/MIMS/MIMARKS.water",17194808,MATIS OHF,2016-07,public,"run.zq,fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",sea water,sea coast,sea water,SRX4870890,Iceland,Europe,Iceland: Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,EyrSW11,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2018-11-09T00:00:00Z,EyrSW11,SRP165270,2018-10-12T07:44:00Z,1,,,0
SRR8040384,AMPLICON,600,61173657,PRJNA495906,SAMN10234797,"MIMS.me,MIGS/MIMS/MIMARKS.water",44490434,MATIS OHF,2015-07,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",sea water,sea coast,sea water,SRX4870886,Iceland,Europe,Iceland: Seltjarnarnes,Illumina MiSeq,64.15 N 22.00 W,GroSW2,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2018-11-09T00:00:00Z,GroSW2,SRP165270,2018-10-12T07:44:00Z,1,,,0
SRR8040161,AMPLICON,595,77915882,PRJNA495906,SAMN10234021,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",54772909,MATIS OHF,2015-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",sea water,sea coast,sea water,SRX4870711,Iceland,Europe,Iceland:Seltjarnarnes,Illumina MiSeq,64.15 N 22.00 W,Gr7,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Gr7,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual1,
SRR8040172,AMPLICON,598,72370671,PRJNA495906,SAMN10234024,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",51548883,MATIS OHF,2015-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",sea water,sea coast,sea water,SRX4870700,Iceland,Europe,Iceland:Seltjarnarnes,Illumina MiSeq,64.15 N 22.00 W,Gr10,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Gr10,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual1,
SRR8043036,AMPLICON,595,113630083,PRJNA495906,SAMN10236534,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",80418905,MATIS OHF,2015-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",sea water,saline water aquarium,sea water,SRX4872791,Iceland,Europe,Iceland: Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Ex_Hp12,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,Ex_Hp12,SRP165270,2018-10-12T12:38:00Z,1,Halichondria panicea,individual 3,
SRR8043022,AMPLICON,596,457161053,PRJNA495906,SAMN10236530,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",323887171,MATIS OHF,2015-05,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",sea water,saline water aquarium,sea water,SRX4872805,Iceland,Europe,Iceland: Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Ex_Hp8,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,Ex_Hp8,SRP165270,2018-10-12T12:38:00Z,1,Halichondria panicea,individual 5,
SRR8040166,AMPLICON,600,53481828,PRJNA495906,SAMN10234036,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",37856320,MATIS OHF,2014-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",sea water,sea coast,sea water,SRX4870706,Iceland,Europe,Iceland:Hafnir,Illumina MiSeq,63.91 N 22.68 W,Haf1,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Haf1,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual1,
SRR8043035,AMPLICON,594,53257747,PRJNA495906,SAMN10236535,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",37893482,MATIS OHF,2015-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",sea water,saline water aquarium,sea water,SRX4872792,Iceland,Europe,Iceland: Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Ex_Hp13,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,Ex_Hp13,SRP165270,2018-10-12T12:38:00Z,1,Halichondria panicea,individual 4,
SRR8043032,AMPLICON,595,81341914,PRJNA495906,SAMN10236538,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",57159635,MATIS OHF,2015-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",sea water,saline water aquarium,sea water,SRX4872795,Iceland,Europe,Iceland: Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Ex_Hp16,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,Ex_Hp16,SRP165270,2018-10-12T12:38:00Z,1,Halichondria panicea,individual 1,
SRR8040122,AMPLICON,596,17389582,PRJNA495906,SAMN10234008,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",9339849,MATIS OHF,2016-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",sea water,sea coast,sea water,SRX4870750,Iceland,Europe,Iceland:Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Eyr33,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Eyr33,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual3,
SRR8040144,AMPLICON,595,103446432,PRJNA495906,SAMN10233981,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",72247059,MATIS OHF,2015-10,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",sea water,sea coast,sea water,SRX4870728,Iceland,Europe,Iceland:Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Eyr6,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Eyr6,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual3,
SRR8040103,AMPLICON,598,106927109,PRJNA495906,SAMN10234045,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",76061198,MATIS OHF,2013-11,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",sea water,sea coast,sea water,SRX4870769,Iceland,Europe,Iceland:Eyarfjordur,Illumina MiSeq,65.73 N 18.10 W,Sku4,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Sku4,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual4,
SRR8040108,AMPLICON,590,45619023,PRJNA495906,SAMN10233995,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",27304371,MATIS OHF,2016-03,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",sea water,sea coast,sea water,SRX4870764,Iceland,Europe,Iceland:Eyrarbakki,Illumina MiSeq,63.85 N 21.15 W,Eyr20,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Eyr20,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual2,
SRR8040168,AMPLICON,599,49600939,PRJNA495906,SAMN10234038,"MIMS.me,MIGS/MIMS/MIMARKS.host-associated",34705688,MATIS OHF,2014-04,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",sea water,sea coast,sea water,SRX4870704,Iceland,Europe,Iceland:Hafnir,Illumina MiSeq,63.91 N 22.68 W,Haf3,PAIRED,PCR,METAGENOMIC,sponge metagenome,ILLUMINA,2018-11-09T00:00:00Z,HP_Haf3,SRP165270,2018-10-12T07:01:00Z,1,Halichondria panicea,individual3,
